Produto;Preço;Pgto.;Nº Parcelas;Data;Cliente;E-mail;Estado;Regiao;DDD;Telefone
Produto A;R$ 500;Cartão de Credito;12;11-Apr-20;Israel Martins;israel@yahoo.com.br;Espírito Santo;Sudeste;27;998600000
Produto B;R$ 1.000;Cartão de Credito;10;11-Apr-20;Walderique Martins;walderique@gmail.com;Bahia;Nordeste;71;996900000
Produto C;R$ 2.000;Cartão de Credito;1;11-Apr-20;Juliene Martins;juliene@gmail.com;Minas Gerais;Sudeste;31;985200000
Produto B;R$ 1.000;Boleto Bancário;12;11-Apr-20;Donizete Martins;donizete@gmail.com;Paraná;Sul;44;991000000
Produto A;R$ 500;Cartão de Credito;12;11-Apr-20;Eliezer Martins;eliezer@gmail.com;Minas Gerais;Sudeste;38;998000000
Produto A;R$ 500;Cartão de Credito;4;11-Apr-20;Franciane Martins;franciane@hotmail.com;Santa Catarina;Sul;47;984500000
Produto B;R$ 1.000;Cartão de Credito;12;11-Apr-20;Denis Martins;denis@gmail.com;Amazonas;Norte;92;981800000
Produto A;R$ 500;Cartão de Credito;12;12-Apr-20;Adeilton Martins;adeilton@yahoo.com.br;Bahia;Nordeste;71;993100000
Produto A;R$ 500;Cartão de Credito;10;12-Apr-20;Maury Martins;maury@hotmail.com;Amazonas;Norte;92;994000000
Produto B;R$ 1.000;Cartão de Credito;12;12-Apr-20;Tainara Martins;tainara@hotmail.com;Rio Grande do Sul;Sul;51;995900000
Produto C;R$ 2.000;Cartão de Credito;12;12-Apr-20;Geberson Martins;geberson@gmail.com;Minas Gerais;Sudeste;34;998800000
Produto A;R$ 500;Cartão de Credito;12;12-Apr-20;Henrique Martins;henrique@gmail.com;Minas Gerais;Sudeste;31;994500000
Produto C;R$ 2.000;Cartão de Credito;12;12-Apr-20;Alieth Martins;alieth@hotmail.com;Maranhão;Nordeste;98;989000000
Produto B;R$ 1.000;Boleto Bancário;1;13-Apr-20;Geise Martins;geise@gmail.com;São Paulo;Sudeste;11;980900000
Produto A;R$ 500;Cartão de Credito;12;13-Apr-20;Adalberto Martins;adalberto@uol.com.br;São Paulo;Sudeste;11;986300000
Produto A;R$ 500;Cartão de Credito;3;13-Apr-20;Brigitte Martins;brigitte@gmail.com;Minas Gerais;Sudeste;31;999100000
Produto A;R$ 500;Cartão de Credito;12;13-Apr-20;Nehemias Martins;nehemias@gmail.com;Bahia;Nordeste;71;987600000
Produto A;R$ 500;Cartão de Credito;2;14-Apr-20;Hellen Martins;hellen@hotmail.com;Bahia;Nordeste;73;988000000
Produto A;R$ 500;Cartão de Credito;12;14-Apr-20;Jhuly Martins;jhuly@gmail.com;Goiás;Centro-Oeste;64;984300000
Produto B;R$ 1.000;Boleto Bancário;1;14-Apr-20;Adrian Martins;adrian@outlook.com;São Paulo;Sudeste;19;998900000
Produto A;R$ 500;Boleto Bancário;1;14-Apr-20;Adiel Martins;adiel@gmail.com;São Paulo;Sudeste;11;954500000
Produto B;R$ 1.000;Cartão de Credito;12;14-Apr-20;Nayra Martins;nayra@gmail.com;Ceará;Nordeste;88;999900000
Produto B;R$ 1.000;Cartão de Credito;12;14-Apr-20;Sibelly Martins;sibelly@gmail.com;São Paulo;Sudeste;19;981700000
Produto A;R$ 500;Cartão de Credito;2;14-Apr-20;Allef Martins;allef@gmail.com;São Paulo;Sudeste;11;991000000
Produto B;R$ 1.000;Boleto Bancário;1;14-Apr-20;Renata Martins;renata@hotmail.com;São Paulo;Sudeste;11;993800000
Produto A;R$ 500;Boleto Bancário;1;14-Apr-20;Ednaldo Martins;ednaldo@gmail.com;Alagoas;Nordeste;82;993300000
Produto C;R$ 2.000;Cartão de Credito;1;15-Apr-20;Ramon Martins;ramon@outlook.com;São Paulo;Sudeste;12;991700000
Produto A;R$ 500;Cartão de Credito;4;15-Apr-20;Hisrael Martins;hisrael@yahoo.com.br;São Paulo;Sudeste;11;953400000
Produto B;R$ 1.000;Cartão de Credito;8;15-Apr-20;Heloísa Martins;heloisa@gmail.com;São Paulo;Sudeste;19;988200000
Produto A;R$ 500;Cartão de Credito;12;15-Apr-20;Thaylison Martins;thaylison@gmail.com;São Paulo;Sudeste;16;993700000
Produto C;R$ 2.000;Cartão de Credito;12;15-Apr-20;Valburg Martins;valburg@hotmail.com;São Paulo;Sudeste;11;986500000
Produto A;R$ 500;Boleto Bancário;1;15-Apr-20;Kauan Martins;kauan@gmail.com;Bahia;Nordeste;71;992300000
Produto A;R$ 500;Cartão de Credito;10;15-Apr-20;Lindmara Martins;lindmara@yahoo.com.br;Paraíba;Nordeste;83;996800000
Produto B;R$ 1.000;Cartão de Credito;12;15-Apr-20;Andressa Martins;andressa@gmail.com;São Paulo;Sudeste;11;974400000
Produto B;R$ 1.000;Boleto Bancário;1;15-Apr-20;Franciellen Martins;franciellen@gmail.com;Distrito Federal;Centro-Oeste;61;984300000
Produto A;R$ 500;Cartão de Credito;6;16-Apr-20;Elisson Martins;elisson@gmail.com;Distrito Federal;Centro-Oeste;61;995200000
Produto A;R$ 500;Cartão de Credito;12;16-Apr-20;Clarissa Martins;clarissa@gmail.com;Espírito Santo;Sudeste;27;999500000
Produto A;R$ 500;Cartão de Credito;8;16-Apr-20;Geysa Martins;geysa@gmail.com;Goiás;Centro-Oeste;62;985400000
Produto B;R$ 1.000;Cartão de Credito;3;16-Apr-20;Elisandra Martins;elisandra@hotmail.com;Paraná;Sul;42;999100000
Produto A;R$ 500;Cartão de Credito;4;16-Apr-20;Ednalva Martins;ednalva@gmail.com;Distrito Federal;Centro-Oeste;61;999900000
Produto B;R$ 1.000;Cartão de Credito;12;17-Apr-20;Jadicledson Martins;jadicledson@gmail.com;Mato Grosso;Centro-Oeste;65;996700000
Produto A;R$ 500;Boleto Bancário;1;17-Apr-20;Bruno Martins;bruno@gmail.com;São Paulo;Sudeste;19;981200000
Produto B;R$ 1.000;Cartão de Credito;12;17-Apr-20;Cristhiane Martins;cristhiane@gmail.com;Rio de Janeiro;Sudeste;21;979600000
Produto A;R$ 500;Cartão de Credito;12;17-Apr-20;Eustáquio Martins;eustaquio@yahoo.com.br;Minas Gerais;Sudeste;31;999100000
Produto A;R$ 500;Cartão de Credito;10;17-Apr-20;Lavínia Martins;lavinia@gmail.com;São Paulo;Sudeste;12;991700000
Produto A;R$ 500;Boleto Bancário;1;18-Apr-20;Lohana Martins;lohana@gmail.com;Ceará;Nordeste;85;925600000
Produto A;R$ 500;Cartão de Credito;12;18-Apr-20;Maris Martins;maris@gmail.com;Minas Gerais;Sudeste;38;988100000
Produto B;R$ 1.000;Boleto Bancário;1;18-Apr-20;Rebert Martins;rebert@outlook.com;Maranhão;Nordeste;99;991100000
Produto B;R$ 1.000;Cartão de Credito;1;18-Apr-20;Maximiliano Martins;maximiliano@gmail.com;São Paulo;Sudeste;11;976000000
Produto B;R$ 1.000;Cartão de Credito;12;18-Apr-20;Jacó Martins;jaco@hotmail.com;São Paulo;Sudeste;19;994500000
Produto A;R$ 500;Cartão de Credito;12;18-Apr-20;Elisabete Martins;elisabete@yahoo.com;São Paulo;Sudeste;11;989300000
Produto C;R$ 2.000;Cartão de Credito;12;18-Apr-20;Efraim Martins;efraim@hotmail.com;Bahia;Nordeste;71;981100000
Produto A;R$ 500;Cartão de Credito;12;19-Apr-20;Carlos Martins;carlos@gmail.com;Bahia;Nordeste;75;999300000
Produto A;R$ 500;Cartão de Credito;7;19-Apr-20;Flaviano Martins;flaviano@outlook.com;Espírito Santo;Sudeste;27;992000000
Produto B;R$ 1.000;Cartão de Credito;1;20-Apr-20;Renan Martins;renan@gmail.com;São Paulo;Sudeste;11;973500000
Produto A;R$ 500;Cartão de Credito;12;20-Apr-20;Lázaro Martins;lazaro@gmail.com;São Paulo;Sudeste;11;953000000
Produto A;R$ 500;Cartão de Credito;12;20-Apr-20;Alberto Martins;alberto@hotmail.com;Maranhão;Nordeste;99;982600000
Produto A;R$ 500;Cartão de Credito;1;20-Apr-20;Tharles Martins;tharles@gmail.com;Pernambuco;Nordeste;81;988900000
Produto B;R$ 1.000;Cartão de Credito;10;20-Apr-20;Rafaela Martins;rafaela@gmail.com;Rio de Janeiro;Sudeste;21;983400000
Produto A;R$ 500;Cartão de Credito;12;20-Apr-20;Jeferson Martins;jeferson@outlook.com;São Paulo;Sudeste;11;982500000
Produto C;R$ 2.000;Cartão de Credito;12;21-Apr-20;Tamiris Martins;tamiris@gmail.com;Bahia;Nordeste;75;998300000
Produto C;R$ 2.000;Cartão de Credito;1;21-Apr-20;Thayane Martins;thayane@gmail.com;São Paulo;Sudeste;12;981100000
Produto A;R$ 500;Boleto Bancário;1;21-Apr-20;Thaís Martins;thais@hotmail.com;São Paulo;Sudeste;11;979700000
Produto A;R$ 500;Cartão de Credito;12;21-Apr-20;Liana Martins;liana@hotmail.com;Rio Grande do Sul;Sul;51;998300000
Produto A;R$ 500;Cartão de Credito;1;21-Apr-20;Vandercina Martins;vandercina@uol.com.br;São Paulo;Sudeste;11;998300000
Produto A;R$ 500;Boleto Bancário;12;21-Apr-20;Daiana Martins;daiana@gmail.com;São Paulo;Sudeste;11;952000000
Produto B;R$ 1.000;Cartão de Credito;12;21-Apr-20;Marcely Martins;marcely@gmail.com;São Paulo;Sudeste;12;992400000
Produto B;R$ 1.000;Cartão de Credito;10;22-Apr-20;Kayke Martins;kayke@gmail.com;Mato Grosso do Sul;Centro-Oeste;67;992100000
Produto C;R$ 2.000;Cartão de Credito;12;22-Apr-20;Adryelle Martins;adryelle@hotmail.com;Mato Grosso;Centro-Oeste;65;992000000
Produto A;R$ 500;Cartão de Credito;12;22-Apr-20;Kellyn Martins;kellyn@gmail.com;São Paulo;Sudeste;15;997100000
Produto B;R$ 1.000;Cartão de Credito;4;23-Apr-20;Renan Martins;renan@hotmail.com;São Paulo;Sudeste;19;991400000
Produto A;R$ 500;Cartão de Credito;8;23-Apr-20;Jandir Martins;jandir@gmail.com;Santa Catarina;Sul;48;998200000
Produto C;R$ 2.000;Cartão de Credito;12;23-Apr-20;Florizinio Martins;florizinio@hotmail.com;São Paulo;Sudeste;14;997500000
Produto B;R$ 1.000;Cartão de Credito;12;23-Apr-20;Hericles Martins;hericles@gmail.com;Minas Gerais;Sudeste;38;998600000
Produto A;R$ 500;Boleto Bancário;1;23-Apr-20;Erika Martins;erika@gmail.com;Minas Gerais;Sudeste;31;997100000
Produto A;R$ 500;Cartão de Credito;5;23-Apr-20;Ylana Martins;ylana@gmail.com;Rio de Janeiro;Sudeste;21;972100000
Produto A;R$ 500;Cartão de Credito;12;24-Apr-20;Ivson Martins;ivson@yahoo.com.br;Rio de Janeiro;Sudeste;21;964500000
Produto B;R$ 1.000;Cartão de Credito;12;24-Apr-20;Lylian Martins;lylian@gmail.com;Distrito Federal;Centro-Oeste;61;992900000
Produto C;R$ 2.000;Cartão de Credito;10;24-Apr-20;Isrrael Martins;isrrael@gmail.com;Goiás;Centro-Oeste;64;981300000
Produto B;R$ 1.000;Cartão de Credito;12;25-Apr-20;Elisângela Martins;elisangela@gmail.com;Rio de Janeiro;Sudeste;21;988300000
Produto B;R$ 1.000;Cartão de Credito;12;25-Apr-20;Lucelia Martins;lucelia@gmail.com;São Paulo;Sudeste;12;991600000
Produto A;R$ 500;Cartão de Credito;10;25-Apr-20;Sidineia Martins;sidineia@hotmail.com;Minas Gerais;Sudeste;35;991700000
Produto C;R$ 2.000;Cartão de Credito;10;25-Apr-20;Lunma Martins;lunma@gmail.com;Minas Gerais;Sudeste;32;998000000
Produto C;R$ 2.000;Cartão de Credito;1;25-Apr-20;Karla Martins;karla@gmail.com;Rio de Janeiro;Sudeste;21;982200000
Produto A;R$ 500;Boleto Bancário;1;25-Apr-20;Magali Martins;magali@hotmail.com;São Paulo;Sudeste;11;987400000
Produto A;R$ 500;Cartão de Credito;12;26-Apr-20;Kenly Martins;kenly@hotmail.com;Paraná;Sul;41;992800000
Produto C;R$ 2.000;Cartão de Credito;12;26-Apr-20;Rogerio Martins;rogerio@uol.com.br;São Paulo;Sudeste;16;981000000
Produto A;R$ 500;Boleto Bancário;1;26-Apr-20;Raniel Martins;raniel@gmail.com;Rio Grande do Norte;Nordeste;84;998700000
Produto A;R$ 500;Cartão de Credito;12;26-Apr-20;Rosilan Martins;rosilan@hotmail.com;Pará;Norte;91;992600000
Produto B;R$ 1.000;Cartão de Credito;12;26-Apr-20;Stephani Martins;stephani@gmail.com;Rio de Janeiro;Sudeste;22;988500000
Produto A;R$ 500;Cartão de Credito;12;27-Apr-20;Janielson Martins;janielson@hotmail.com;Bahia;Nordeste;71;991600000
Produto A;R$ 500;Cartão de Credito;1;27-Apr-20;Rosidete Martins;rosidete@gmail.com;Bahia;Nordeste;71;992300000
Produto A;R$ 500;Cartão de Credito;12;27-Apr-20;Lilia Martins;lilia@yahoo.com.br;São Paulo;Sudeste;11;984800000
Produto B;R$ 1.000;Cartão de Credito;10;27-Apr-20;Marivaldo Martins;marivaldo@yahoo.com.br;Bahia;Nordeste;73;988100000
Produto B;R$ 1.000;Cartão de Credito;12;27-Apr-20;Glauco Martins;glauco@yahoo.com.br;Rio de Janeiro;Sudeste;21;997500000
Produto B;R$ 1.000;Cartão de Credito;2;27-Apr-20;Iúri Martins;iúri@gmail.com;Goiás;Centro-Oeste;62;981000000
Produto B;R$ 1.000;Cartão de Credito;12;27-Apr-20;Suelen Martins;suelen@gmail.com;Santa Catarina;Sul;48;999000000
Produto B;R$ 1.000;Cartão de Credito;5;27-Apr-20;Rosilene Martins;rosilene@gmail.com;Minas Gerais;Sudeste;34;999300000
Produto B;R$ 1.000;Cartão de Credito;12;28-Apr-20;Edinara Martins;edinara@gmail.com;Rio Grande do Sul;Sul;54;996700000
Produto A;R$ 500;Cartão de Credito;12;28-Apr-20;Damiana Martins;damiana@gmail.com;São Paulo;Sudeste;11;991200000
Produto B;R$ 1.000;Cartão de Credito;12;28-Apr-20;Oseas Martins;oseas@gmail.com;Rio de Janeiro;Sudeste;21;998100000
Produto C;R$ 2.000;Cartão de Credito;6;29-Apr-20;Vânia Martins;vania@gmail.com;São Paulo;Sudeste;11;992900000
Produto A;R$ 500;Cartão de Credito;1;29-Apr-20;Isamara Martins;isamara@gmail.com;Espírito Santo;Sudeste;27;998700000
Produto A;R$ 500;Cartão de Credito;6;29-Apr-20;Douglas Martins;douglas@gmail.com;Rio de Janeiro;Sudeste;21;992700000
Produto A;R$ 500;Cartão de Credito;1;29-Apr-20;erico Martins;erico@gmail.com;Rio de Janeiro;Sudeste;21;981600000
Produto C;R$ 2.000;Cartão de Credito;12;29-Apr-20;Bianca Martins;bianca@gmail.com;Rio de Janeiro;Sudeste;21;995200000
Produto B;R$ 1.000;Cartão de Credito;12;29-Apr-20;Claudney Martins;claudney@hotmail.com;Distrito Federal;Centro-Oeste;61;993600000
Produto B;R$ 1.000;Cartão de Credito;12;29-Apr-20;Silvia Martins;silvia@uol.com.br;São Paulo;Sudeste;11;996200000
Produto A;R$ 500;Cartão de Credito;12;29-Apr-20;Eder Martins;eder@gmail.com;São Paulo;Sudeste;11;945300000
Produto B;R$ 1.000;Cartão de Credito;5;29-Apr-20;Emerson Martins;emerson@gmail.com;São Paulo;Sudeste;16;997200000
Produto A;R$ 500;Cartão de Credito;12;30-Apr-20;Natalha Martins;natalha@hotmail.com;Rondônia;Norte;69;992000000
Produto B;R$ 1.000;Boleto Bancário;1;30-Apr-20;Ananda Martins;ananda@gmail.com;São Paulo;Sudeste;11;998800000
Produto A;R$ 500;Cartão de Credito;1;30-Apr-20;Virgilius Martins;virgilius@hotmail.com;Rio de Janeiro;Sudeste;21;996400000
Produto A;R$ 500;Cartão de Credito;1;30-Apr-20;Nicicley Martins;nicicley@yahoo.com.br;Rio de Janeiro;Sudeste;21;993100000
Produto B;R$ 1.000;Cartão de Credito;12;30-Apr-20;Damiana Martins;damiana@gmail.com;São Paulo;Sudeste;11;982500000
Produto B;R$ 1.000;Cartão de Credito;10;30-Apr-20;Rafaela Martins;rafaela@hotmail.com;Santa Catarina;Sul;47;997400000
Produto B;R$ 1.000;Cartão de Credito;12;30-Apr-20;Gleibson Martins;gleibson@gmail.com;Pernambuco;Nordeste;81;983100000
Produto B;R$ 1.000;Cartão de Credito;12;30-Apr-20;Tallis Martins;tallis@gmail.com;Minas Gerais;Sudeste;35;998700000
Produto B;R$ 1.000;Cartão de Credito;12;1-May-20;Glaucia Martins;glaucia@gmail.com;São Paulo;Sudeste;13;991600000
Produto A;R$ 500;Boleto Bancário;1;1-May-20;Esrom Martins;esrom@gmail.com;Rio de Janeiro;Sudeste;21;991500000
Produto B;R$ 1.000;Boleto Bancário;1;2-May-20;Acir Martins;acir@hotmail.com;São Paulo;Sudeste;12;997800000
Produto B;R$ 1.000;Cartão de Credito;12;2-May-20;Shamora Martins;shamora@gmail.com;São Paulo;Sudeste;19;991600000
Produto A;R$ 500;Cartão de Credito;12;2-May-20;Gabrielle Martins;gabrielle@yahoo.com.br;Rio de Janeiro;Sudeste;21;987300000
Produto A;R$ 500;Cartão de Credito;5;3-May-20;Adoniran Martins;adoniran@hotmail.com;Espírito Santo;Sudeste;27;997400000
Produto A;R$ 500;Cartão de Credito;1;3-May-20;Ketlin Martins;ketlin@gmail.com;Paraná;Sul;41;995000000
Produto A;R$ 500;Cartão de Credito;4;3-May-20;Juliano Martins;juliano@hotmail.com;Minas Gerais;Sudeste;31;987800000
Produto A;R$ 500;Cartão de Credito;6;4-May-20;Raphael Martins;raphael@gmail.com;São Paulo;Sudeste;16;991700000
Produto A;R$ 500;Cartão de Credito;1;4-May-20;Etiene Martins;etiene@gmail.com;São Paulo;Sudeste;19;987300000
Produto B;R$ 1.000;Cartão de Credito;5;4-May-20;Gibran Martins;gibran@gmail.com;Pernambuco;Nordeste;87;988500000
Produto A;R$ 500;Cartão de Credito;12;4-May-20;Denerson Martins;denerson@gmail.com;Goiás;Centro-Oeste;62;981300000
Produto B;R$ 1.000;Cartão de Credito;2;4-May-20;Handerson Martins;handerson@gmail.com;Goiás;Centro-Oeste;62;984300000
Produto A;R$ 500;Cartão de Credito;3;4-May-20;Valdiney Martins;valdiney@hotmail.com;Maranhão;Nordeste;98;981600000
Produto C;R$ 2.000;Boleto Bancário;1;5-May-20;Iran Martins;iran@hotmail.com;Pará;Norte;91;991000000
Produto C;R$ 2.000;Cartão de Credito;1;5-May-20;Joyce Martins;joyce@gmail.com;São Paulo;Sudeste;11;981000000
Produto B;R$ 1.000;Cartão de Credito;10;5-May-20;Herbert Martins;herbert@hotmail.com;Pará;Norte;91;992300000
Produto A;R$ 500;Cartão de Credito;12;5-May-20;Cíntia Martins;cintia@gmail.com;Rio Grande do Sul;Sul;51;996700000
Produto A;R$ 500;Cartão de Credito;12;5-May-20;Welton Martins;welton@gmail.com;Ceará;Nordeste;85;996600000
Produto C;R$ 2.000;Boleto Bancário;4;5-May-20;Monise Martins;monise@gmail.com;São Paulo;Sudeste;11;947800000
Produto A;R$ 500;Cartão de Credito;10;5-May-20;Lunma Martins;lunma@gmail.com;Minas Gerais;Sudeste;32;998000000
Produto C;R$ 2.000;Boleto Bancário;1;5-May-20;Silvana Martins;silvana@gmail.com;São Paulo;Sudeste;11;991200000
Produto A;R$ 500;Cartão de Credito;12;6-May-20;Francinelma Martins;francinelma@yahoo.com.br;Pará;Norte;91;999800000
Produto B;R$ 1.000;Cartão de Credito;3;6-May-20;Edvandro Martins;edvandro@gmail.com;Acre;Norte;68;999200000
Produto B;R$ 1.000;Cartão de Credito;10;7-May-20;Ozeias Martins;ozeias@gmail.com;Pernambuco;Nordeste;81;997200000
Produto A;R$ 500;Cartão de Credito;1;7-May-20;Eugenio Martins;eugenio@gmail.com;São Paulo;Sudeste;11;964800000
Produto C;R$ 2.000;Cartão de Credito;3;7-May-20;Sant Martins;sant@gmail.com;Pará;Norte;93;984000000
Produto C;R$ 2.000;Cartão de Credito;12;8-May-20;Estevam Martins;estevam@gmail.com;São Paulo;Sudeste;11;995800000
Produto A;R$ 500;Cartão de Credito;12;8-May-20;Willians Martins;willians@gmail.com;São Paulo;Sudeste;11;994700000
Produto C;R$ 2.000;Cartão de Credito;1;8-May-20;Bismarck Martins;bismarck@gmail.com;Maranhão;Nordeste;98;991700000
Produto A;R$ 500;Boleto Bancário;1;8-May-20;Darcilia Martins;darcilia@gmail.com;Rio de Janeiro;Sudeste;21;979100000
Produto A;R$ 500;Cartão de Credito;1;8-May-20;Yan Martins;yan@gmail.com;Rio de Janeiro;Sudeste;21;967000000
Produto A;R$ 500;Cartão de Credito;1;8-May-20;Gleison Martins;gleison@yahoo.com.br;Mato Grosso;Centro-Oeste;66;999700000
Produto C;R$ 2.000;Cartão de Credito;1;8-May-20;Vilma Martins;vilma@gmail.com;Distrito Federal;Centro-Oeste;61;999500000
Produto B;R$ 1.000;Boleto Bancário;1;8-May-20;Joana Martins;joana@gmail.com;Rio de Janeiro;Sudeste;21;997800000
Produto B;R$ 1.000;Cartão de Credito;12;8-May-20;Daniela Martins;daniela@gmail.com;São Paulo;Sudeste;11;991500000
Produto A;R$ 500;Boleto Bancário;1;8-May-20;Pirâmide Martins;piramide@yahoo.com.br;Minas Gerais;Sudeste;34;999600000
Produto B;R$ 1.000;Cartão de Credito;12;8-May-20;Clecio Martins;clecio@gmail.com;Santa Catarina;Sul;48;999400000
Produto B;R$ 1.000;Cartão de Credito;6;8-May-20;Paula Martins;paula@gmail.com;São Paulo;Sudeste;11;996300000
Produto A;R$ 500;Boleto Bancário;1;9-May-20;Valentina Martins;valentina@gmail.com;Rio Grande do Sul;Sul;53;991800000
Produto A;R$ 500;Cartão de Credito;10;9-May-20;Maique Martins;maique@hotmail.com;Rio Grande do Sul;Sul;51;998600000
Produto A;R$ 500;Cartão de Credito;1;9-May-20;Roberto Martins;roberto@gmail.com;São Paulo;Sudeste;11;973200000
Produto B;R$ 1.000;Boleto Bancário;1;9-May-20;Ítalo Martins;italo@hotmail.com;Paraíba;Nordeste;83;988100000
Produto B;R$ 1.000;Cartão de Credito;12;10-May-20;Udo Martins;udo@outlook.com;Rio Grande do Sul;Sul;55;999900000
Produto A;R$ 500;Cartão de Credito;4;10-May-20;Karlysson Martins;karlysson@hotmail.com;Alagoas;Nordeste;82;999900000
Produto A;R$ 500;Cartão de Credito;12;10-May-20;Soraia Martins;soraia@yahoo.com.br;Rio de Janeiro;Sudeste;21;988800000
Produto C;R$ 2.000;Cartão de Credito;12;10-May-20;Joelso Martins;joelso@gmail.com;São Paulo;Sudeste;19;998800000
Produto C;R$ 2.000;Cartão de Credito;12;10-May-20;Elias Martins;elias@gmail.com;São Paulo;Sudeste;11;998400000
Produto A;R$ 500;Cartão de Credito;10;10-May-20;Cleitono Martins;cleitono@gmail.com;Pernambuco;Nordeste;81;982800000
Produto A;R$ 500;Cartão de Credito;2;10-May-20;Helida Martins;helida@hotmail.com;São Paulo;Sudeste;11;983900000
Produto B;R$ 1.000;Boleto Bancário;1;11-May-20;Ardiles Martins;ardiles@gmail.com;Minas Gerais;Sudeste;31;985300000
Produto C;R$ 2.000;Cartão de Credito;12;12-May-20;Wellinton Martins;wellinton@gmail.com;Santa Catarina;Sul;49;991300000
Produto A;R$ 500;Boleto Bancário;1;12-May-20;Enrico Martins;enrico@gmail.com;São Paulo;Sudeste;11;971900000
Produto C;R$ 2.000;Cartão de Credito;1;12-May-20;Icaro Martins;icaro@hotmail.com;Espírito Santo;Sudeste;27;996000000
Produto A;R$ 500;Cartão de Credito;4;12-May-20;Samira Martins;samira@gmail.com;Rio de Janeiro;Sudeste;21;994400000
Produto A;R$ 500;Cartão de Credito;12;13-May-20;Meire Martins;meire@gmail.com;Rio Grande do Sul;Sul;54;999700000
Produto B;R$ 1.000;Cartão de Credito;12;13-May-20;Liliana Martins;liliana@gmail.com;Mato Grosso;Centro-Oeste;66;984300000
Produto B;R$ 1.000;Cartão de Credito;12;13-May-20;Anibam Martins;anibam@gmail.com;São Paulo;Sudeste;15;991000000
Produto A;R$ 500;Cartão de Credito;10;13-May-20;Arthur Martins;arthur@hotmail.com;Paraná;Sul;41;992600000
Produto A;R$ 500;Cartão de Credito;1;13-May-20;Jane Martins;jane@gmail.com;Minas Gerais;Sudeste;31;996200000
Produto C;R$ 2.000;Boleto Bancário;8;13-May-20;Cristovam Martins;cristovam@gmail.com;São Paulo;Sudeste;12;997900000
Produto A;R$ 500;Cartão de Credito;1;14-May-20;Arno Martins;arno@yahoo.com;São Paulo;Sudeste;11;987200000
Produto C;R$ 2.000;Cartão de Credito;8;14-May-20;Livia Martins;livia@yahoo.com.br;Rio de Janeiro;Sudeste;21;980900000
Produto A;R$ 500;Cartão de Credito;12;14-May-20;Antonio Martins;antonio@gmail.com;Bahia;Nordeste;71;996300000
Produto B;R$ 1.000;Cartão de Credito;12;14-May-20;Thalia Martins;thalia@gmail.com;Rio de Janeiro;Sudeste;21;982900000
Produto B;R$ 1.000;Boleto Bancário;3;15-May-20;Elisabeth Martins;elisabeth@gmail.com;São Paulo;Sudeste;11;997100000
Produto A;R$ 500;Cartão de Credito;1;15-May-20;Marina Martins;marina@gmail.com;Rio de Janeiro;Sudeste;21;999300000
Produto A;R$ 500;Cartão de Credito;4;15-May-20;Hawany Martins;hawany@gmail.com;Rio de Janeiro;Sudeste;22;999500000
Produto B;R$ 1.000;Boleto Bancário;1;15-May-20;Karolaine Martins;karolaine@gmail.com;Amazonas;Norte;92;995100000
Produto B;R$ 1.000;Cartão de Credito;12;16-May-20;Alencar Martins;alencar@gmail.com;Goiás;Centro-Oeste;62;981200000
Produto A;R$ 500;Cartão de Credito;3;16-May-20;Thamires Martins;thamires@gmail.com;São Paulo;Sudeste;11;973100000
Produto A;R$ 500;Cartão de Credito;6;16-May-20;Fátima Martins;fatima@hotmail.com;Rio Grande do Sul;Sul;51;998100000
Produto B;R$ 1.000;Cartão de Credito;12;16-May-20;Valdenir Martins;valdenir@hotmail.com;Pará;Norte;94;991600000
Produto A;R$ 500;Cartão de Credito;12;16-May-20;Edyr Martins;edyr@gmail.com;Minas Gerais;Sudeste;31;983300000
Produto A;R$ 500;Cartão de Credito;4;16-May-20;Leidiana Martins;leidiana@gmail.com;São Paulo;Sudeste;11;975200000
Produto B;R$ 1.000;Cartão de Credito;12;16-May-20;Jailson Martins;jailson@hotmail.com;São Paulo;Sudeste;11;991800000
Produto B;R$ 1.000;Cartão de Credito;7;17-May-20;Thamara Martins;thamara@gmail.com;São Paulo;Sudeste;11;992400000
Produto B;R$ 1.000;Cartão de Credito;12;17-May-20;Hilmara Martins;hilmara@gmail.com;São Paulo;Sudeste;11;947300000
Produto A;R$ 500;Cartão de Credito;12;17-May-20;Jhersyka Martins;jhersyka@yahoo.com.br;São Paulo;Sudeste;11;987100000
Produto A;R$ 500;Cartão de Credito;10;17-May-20;Max Martins;max@gmail.com;Goiás;Centro-Oeste;64;996100000
Produto A;R$ 500;Cartão de Credito;2;17-May-20;Neila Martins;neila@hotmail.com;Ceará;Nordeste;85;988100000
Produto A;R$ 500;Cartão de Credito;12;17-May-20;Estella Martins;estella@hotmail.com;Paraná;Sul;41;988800000
Produto B;R$ 1.000;Cartão de Credito;6;18-May-20;Mileidy Martins;mileidy@gmail.com;Acre;Norte;68;992300000
Produto C;R$ 2.000;Cartão de Credito;12;18-May-20;Liana Martins;liana@gmail.com;Espírito Santo;Sudeste;27;993100000
Produto C;R$ 2.000;Cartão de Credito;6;19-May-20;Natany Martins;natany@yahoo.com.br;Rio de Janeiro;Sudeste;21;970200000
Produto A;R$ 500;Cartão de Credito;2;19-May-20;Ana Martins;ana@gmail.com;Rio de Janeiro;Sudeste;21;998200000
Produto C;R$ 2.000;Cartão de Credito;12;19-May-20;Raiane Martins;raiane@outlook.com;Minas Gerais;Sudeste;31;920000000
